Job Title,Employment Type,Experience Level,Salary,Company Location,Employee Residence,Company Size,Year
Machine Learning Engineer,Full-Time,Entry,189750,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Entry,140250,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,130000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,160000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,109000,United States,United States,Medium,2022
Research Engineer,Full-Time,Senior,250000,United States,United States,Medium,2022
Research Engineer,Full-Time,Senior,150000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,206000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,135000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,191200,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,230000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,154600,United States,United States,Large,2022
Data Analyst,Full-Time,Mid,80000,United States,United States,Large,2022
Analytics Engineer,Full-Time,Senior,135000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,110000,United States,United States,Medium,2022
Data Analytics Manager,Full-Time,Mid,155000,United States,United States,Medium,2022
Data Analytics Manager,Full-Time,Mid,140000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,205000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,179500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,134000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,145000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,235000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,175000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,90000,United States,United States,Medium,2022
Data Specialist,Full-Time,Mid,165000,United States,United States,Medium,2022
Data Specialist,Full-Time,Mid,135000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,168400,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,105200,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,200000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,198800,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,122600,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,125000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,110000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,148000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,107000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,299500,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,245100,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,168000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,161000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,118000,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,205000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,247500,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,172200,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,177000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,131000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,102000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,65000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,135000,United States,United States,Medium,2022
Data Scientist,Full-Time,Entry,80000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,231250,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,138750,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,193750,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,116250,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,231250,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,138750,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,193750,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,116250,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,208000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,127000,United States,United States,Medium,2022
Research Scientist,Full-Time,Senior,300000,United States,United States,Medium,2022
Research Scientist,Full-Time,Senior,196000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,205000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,185000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,247500,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,172200,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,110000,United States,United States,Medium,2022
Data Science Tech Lead,Full-Time,Senior,375000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,225000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,156400,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,140700,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,93800,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,350000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,135000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,119000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,154560,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,123648,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,170000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,145000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,247500,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,172200,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,177500,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,134000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,192564,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,144854,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,179305,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,142127,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,315000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,225000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,243900,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,156600,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,79000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,182500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,128500,United States,United States,Medium,2022
Data Manager,Full-Time,Entry,77300,United States,United States,Medium,2022
Data Manager,Full-Time,Entry,45600,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,210000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,136000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,140000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,247500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,172200,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,184100,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,85000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,78000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,161000,United States,United States,Medium,2022
Head of Data,Full-Time,Executive,205000,United States,United States,Medium,2022
Head of Data,Full-Time,Executive,160000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,245000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,180000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,198440,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,144000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,240000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,198440,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,144000,United States,United States,Medium,2022
Data Analyst,Full-Time,Entry,64000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,275000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,166000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,159699,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,138938,United States,United States,Medium,2022
BI Analyst,Full-Time,Entry,76000,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,80000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,52500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,236000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,182000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,135000,United States,United States,Medium,2022
Research Engineer,Full-Time,Mid,240000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,195000,United States,United States,Medium,2022
Data Operations Analyst,Full-Time,Senior,123000,United States,United States,Medium,2022
Data Operations Analyst,Full-Time,Senior,92250,United States,United States,Medium,2022
ML Engineer,Full-Time,Mid,180000,United States,United States,Medium,2022
ML Engineer,Full-Time,Mid,100000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,97000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,90000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,180000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,260000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,180000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Executive,210000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Executive,157000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,80000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,52500,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,128000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,81500,United States,United States,Medium,2022
Data Operations Engineer,Full-Time,Senior,105000,United States,United States,Medium,2022
Data Operations Engineer,Full-Time,Senior,70000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,122500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,171000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,117000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,202800,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,104300,United States,United States,Large,2022
Data Architect,Full-Time,Senior,345600,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,230400,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,175950,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,130050,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,205600,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,105700,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,236600,United States,United States,Medium,2022
Data Scientist,Full-Time,Entry,80000,United States,United States,Large,2022
Data Science Lead,Full-Time,Senior,165000,United States,United States,Small,2022
Machine Learning Engineer,Full-Time,Entry,108000,United States,United States,Small,2022
Data Scientist,Full-Time,Senior,38000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,85000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,153600,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,106800,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,50000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,123400,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,88100,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,120000,United States,United States,Small,2022
Data Scientist,Full-Time,Senior,55000,United States,United States,Small,2022
Analytics Engineer,Full-Time,Senior,150000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,120000,United States,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,139000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,139600,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,85700,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,185000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,50000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,200000,United States,United States,Medium,2022
ML Engineer,Full-Time,Mid,148500,United States,United States,Large,2022
ML Engineer,Full-Time,Mid,98200,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,115000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,225000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,66000,United States,United States,Medium,2022
Data Manager,Full-Time,Mid,134000,United States,United States,Medium,2022
Data Manager,Full-Time,Mid,98000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,105000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,62000,United States,United States,Medium,2022
BI Data Analyst,Full-Time,Entry,57000,United States,United States,Large,2022
Data Scientist,Full-Time,Mid,144200,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,115360,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,180000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,160000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,108000,United States,United States,Large,2022
Machine Learning Manager,Full-Time,Senior,200000,United States,United States,Medium,2022
Machine Learning Manager,Full-Time,Senior,150000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,188700,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,160395,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,191475,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,141525,United States,United States,Medium,2022
Lead Data Scientist,Full-Time,Senior,156868,United States,United States,Large,2022
Analytics Engineer,Full-Time,Mid,108000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Mid,85000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,165000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,132000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,130000,United States,United States,Medium,2022
Data Analytics Engineer,Full-Time,Mid,135000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,178800,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,132100,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,85000,United States,United States,Medium,2022
ETL Developer,Full-Time,Senior,250000,United States,United States,Medium,2022
ETL Developer,Full-Time,Senior,63000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,187200,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,116100,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,229998,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,154545,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,215000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,159000,United States,United States,Large,2022
AI Scientist,Full-Time,Entry,50000,United States,United States,Medium,2022
Data Scientist Lead,Full-Time,Senior,183000,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,99750,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,68400,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,236900,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,159200,United States,United States,Large,2022
Data Science Manager,Full-Time,Senior,243225,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,179775,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,191475,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,141525,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,218000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,145300,United States,United States,Medium,2022
ML Engineer,Full-Time,Senior,195400,United States,United States,Large,2022
ML Engineer,Full-Time,Senior,131300,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,207000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,153000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,99000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,195700,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,130500,United States,United States,Medium,2022
ML Engineer,Full-Time,Senior,130000,United States,United States,Medium,2022
ML Engineer,Full-Time,Senior,84000,United States,United States,Medium,2022
Data Operations Engineer,Full-Time,Mid,100000,United States,United States,Medium,2022
Data Operations Engineer,Full-Time,Mid,60000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,141300,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,102100,United States,United States,Medium,2022
Business Data Analyst,Full-Time,Mid,150000,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,144000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,113000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,195400,United States,United States,Large,2022
Data Architect,Full-Time,Senior,131300,United States,United States,Large,2022
Machine Learning Engineer,Full-Time,Senior,195400,United States,United States,Large,2022
Machine Learning Engineer,Full-Time,Senior,131300,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,80000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,190000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,140000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,180000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,165000,United States,United States,Large,2022
Applied Machine Learning Scientist,Full-Time,Senior,108000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,179400,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,154000,United States,United States,Medium,2022
Machine Learning Scientist,Full-Time,Senior,193900,United States,United States,Medium,2022
Machine Learning Scientist,Full-Time,Senior,129300,United States,United States,Medium,2022
Data Science Manager,Full-Time,Executive,222640,United States,United States,Medium,2022
Data Science Manager,Full-Time,Executive,182160,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,100000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,122500,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,100000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,297500,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,260000,United States,United States,Medium,2022
Data Scientist,Full-Time,Entry,93000,United States,United States,Medium,2022
Data Scientist,Full-Time,Entry,73000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,136994,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,101570,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,136000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,112000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,172000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,164000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,97500,United States,United States,Large,2022
Applied Scientist,Full-Time,Senior,212800,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,142800,United States,United States,Medium,2022
Data Scientist,Full-Time,Entry,50000,Germany,United States,Medium,2022
Data Scientist,Full-Time,Senior,151800,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,130240,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,165000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,140250,United States,United States,Medium,2022
Financial Data Analyst,Full-Time,Mid,75000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,115000,United States,United States,Large,2022
Data Operations Analyst,Full-Time,Senior,81000,United States,United States,Medium,2022
Data Operations Analyst,Full-Time,Senior,66000,United States,United States,Medium,2022
Data Analyst,Full-Time,Entry,46000,United States,United States,Large,2022
Data Engineer,Full-Time,Entry,80000,United States,United States,Large,2022
Machine Learning Scientist,Full-Time,Executive,200000,United States,United States,Small,2022
Machine Learning Scientist,Full-Time,Executive,180000,United States,United States,Small,2022
AI Scientist,Full-Time,Executive,200000,United States,United States,Small,2022
Data Scientist,Full-Time,Senior,204100,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,136100,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,250000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,63000,United States,United States,Medium,2022
Data Specialist,Full-Time,Senior,95000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,113000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,170000,United States,United States,Medium,2022
Data Analytics Consultant,Full-Time,Mid,113000,United States,United States,Large,2022
Product Data Analyst,Full-Time,Mid,140000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,160000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,119300,United States,United States,Large,2022
Research Scientist,Full-Time,Mid,145000,United States,United States,Large,2022
ETL Developer,Full-Time,Senior,146200,United States,United States,Medium,2022
ETL Developer,Full-Time,Senior,124270,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,225000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,160000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,245000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,180000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,203500,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,152000,United States,United States,Medium,2022
Machine Learning Infrastructure Engineer,Full-Time,Senior,186000,United States,United States,Medium,2022
Machine Learning Infrastructure Engineer,Full-Time,Senior,148800,United States,United States,Medium,2022
Data Scientist,Full-Time,Entry,82000,United States,United States,Large,2022
Applied Machine Learning Scientist,Full-Time,Mid,173000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,186000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,148800,United States,United States,Medium,2022
Data Science Manager,Full-Time,Mid,158000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Mid,134000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Executive,200000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Executive,150000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,216200,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,144100,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,85000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,206000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,175100,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,189650,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,164996,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,154000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,126000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,200000,United States,United States,Large,2022
Machine Learning Engineer,Full-Time,Senior,150000,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,117000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,99450,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,193900,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,129300,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,175000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,188100,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,139860,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,248700,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,167100,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,141300,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,102100,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,250000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,63000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,189500,United States,United States,Large,2022
Data Science Manager,Full-Time,Senior,140100,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,177600,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,131300,United States,United States,Large,2022
Data Engineer,Full-Time,Mid,24000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,202900,United States,United States,Large,2022
Machine Learning Engineer,Full-Time,Entry,115000,United States,United States,Large,2022
Machine Learning Engineer,Full-Time,Mid,193900,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Mid,129300,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,140000,United States,United States,Large,2022
Data Analyst,Full-Time,Mid,216200,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,144100,United States,United States,Medium,2022
Machine Learning Scientist,Full-Time,Senior,216000,United States,United States,Medium,2022
Machine Learning Scientist,Full-Time,Senior,144000,United States,United States,Medium,2022
Data Analyst,Full-Time,Entry,150000,United States,United States,Large,2022
Cloud Data Architect,Full-Time,Senior,250000,United States,United States,Large,2021
Data Science Manager,Full-Time,Executive,260500,United States,United States,Medium,2022
Data Science Manager,Full-Time,Executive,175100,United States,United States,Medium,2022
Data Analyst,Full-Time,Entry,55000,United States,United States,Small,2022
Data Analyst,Full-Time,Mid,130000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,206699,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,99100,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Mid,200000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Mid,54000,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Entry,130000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,100000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,80000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,100000,United States,United States,Large,2022
Data Specialist,Full-Time,Senior,221300,United States,United States,Large,2022
Data Specialist,Full-Time,Senior,148700,United States,United States,Large,2022
Data Science Manager,Full-Time,Senior,249260,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,185400,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,128875,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,93700,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,100000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,136260,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,109280,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,92000,United States,United States,Large,2022
Data Engineer,Full-Time,Entry,129000,United States,United States,Large,2022
Data Engineer,Full-Time,Entry,86000,United States,United States,Large,2022
Business Data Analyst,Full-Time,Senior,100000,United States,United States,Large,2022
AI Scientist,Full-Time,Mid,200000,United States,United States,Medium,2022
Machine Learning Developer,Full-Time,Entry,180000,United States,United States,Large,2022
Data Scientist,Full-Time,Mid,153000,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,150075,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,110925,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Entry,83000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,186000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,148800,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,112900,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,90320,United States,United States,Medium,2022
ML Engineer,Full-Time,Senior,240000,United States,United States,Medium,2022
ML Engineer,Full-Time,Senior,160000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,300000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,200000,United States,United States,Medium,2022
AI Scientist,Full-Time,Mid,120000,United States,United States,Medium,2022
Data Analytics Manager,Full-Time,Senior,145000,United States,United States,Medium,2022
Data Analytics Manager,Full-Time,Senior,105400,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,215300,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,158200,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,209100,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,164000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,132000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,123000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,165400,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,132320,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,208775,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,147800,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,136994,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,101570,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,183600,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,100800,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,140400,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,260000,United States,United States,Medium,2022
