Job Title,Experience Level,Salary,Employee Residence,Company Size,Year
Data Engineer,2,133832,0,1,2023
Data Analyst,2,192500,0,1,2023
Data Scientist,2,216100,0,1,2023
Data Scientist,2,140800,0,1,2023
Data Scientist,0,110000,0,0,2023
Data Engineer,3,284000,0,1,2023
Data Engineer,3,236000,0,1,2023
Research Engineer,2,155850,0,1,2023
Research Engineer,2,102544,0,1,2023
Data Scientist,1,151410,0,1,2023
Data Scientist,1,115360,0,1,2023
Data Scientist,0,180000,0,1,2022
Research Scientist,1,85000,0,1,2023
Research Scientist,1,70000,0,1,2023
Other,2,100000,0,1,2023
Other,3,155000,0,1,2023
Other,3,140000,0,1,2023
ML Engineer,2,220000,0,1,2023
ML Engineer,2,150000,0,1,2023
Other,2,204500,0,1,2023
Other,2,138900,0,1,2023
Machine Learning Engineer,1,110000,0,2,2023
Data Engineer,2,182750,0,1,2023
Other,3,314100,0,1,2023
Other,3,195800,0,1,2023
Applied Scientist,2,180000,0,1,2023
Data Scientist,2,144000,0,1,2023
Other,0,160000,0,1,2023
Other,0,100000,0,1,2023
Other,2,199000,0,1,2023
Other,2,112000,0,1,2023
Data Engineer,0,160000,0,1,2023
Data Engineer,0,135000,0,1,2023
Applied Scientist,2,350000,0,2,2023
Applied Scientist,2,262500,0,2,2023
Machine Learning Engineer,2,276000,0,1,2023
Data Scientist,2,158677,0,1,2023
Data Analyst,1,103200,0,1,2023
Data Analyst,1,61200,0,1,2023
Data Scientist,1,155000,0,2,2022
Data Scientist,2,139000,0,1,2023
Data Architect,2,174500,0,1,2023
Data Architect,2,113000,0,1,2023
Data Analyst,2,87000,0,1,2023
Data Engineer,2,107250,0,1,2023
Data Engineer,2,300000,0,1,2023
Data Engineer,2,119000,0,1,2023
Data Analyst,0,30000,1,0,2023
Data Science Manager,1,220000,0,1,2023
Data Science Manager,1,195000,0,1,2023
Other,2,168400,0,1,2023
Analytics Engineer,2,200000,0,1,2023
Data Scientist,0,124234,0,1,2023
Data Scientist,0,74540,0,1,2023
Data Analyst,1,109000,0,1,2023
Data Analyst,2,141290,0,1,2023
Data Analyst,2,74178,0,1,2023
Data Engineer,2,107500,0,1,2023
Data Scientist,2,84000,0,1,2023
Other,2,125000,0,1,2023
Other,2,110000,0,1,2023
ML Engineer,2,200000,0,1,2023
ML Engineer,2,135000,0,1,2023
Other,0,48000,0,2,2022
Data Engineer,1,150000,0,1,2023
Other,2,200000,0,0,2023
Data Scientist,2,257000,0,1,2023
Other,2,140000,0,1,2023
Data Scientist,1,183310,0,1,2023
Data Analyst,2,102500,0,1,2023
Other,2,122000,0,1,2023
Other,2,94000,0,1,2023
Other,2,145000,0,1,2023
Other,2,128000,0,1,2023
Data Scientist,2,182000,0,1,2023
Data Scientist,3,300000,0,1,2023
Data Analyst,1,135000,0,1,2023
Data Analyst,1,105500,0,1,2023
Data Scientist,1,110000,0,2,2022
Data Scientist,2,153400,0,1,2023
Data Scientist,2,122700,0,1,2023
Machine Learning Engineer,1,145000,0,1,2023
Machine Learning Engineer,1,87000,0,1,2023
Data Scientist,0,50000,1,1,2023
ML Engineer,2,234100,0,1,2023
ML Engineer,2,203500,0,1,2023
Data Scientist,2,223800,0,1,2023
Data Scientist,2,172100,0,1,2023
Data Engineer,2,232200,0,1,2023
Data Engineer,2,167200,0,1,2023
Other,2,197000,0,1,2023
Other,2,106000,0,1,2023
Research Scientist,2,180000,0,1,2023
Research Scientist,2,145000,0,1,2023
Other,2,225000,0,1,2023
Other,2,200000,0,1,2023
Data Engineer,2,114000,0,1,2023
Data Engineer,2,291500,0,1,2023
Data Engineer,3,196200,0,1,2023
Data Engineer,3,150900,0,1,2023
Data Analyst,1,116000,0,1,2023
Data Analyst,1,72000,0,1,2023
Analytics Engineer,2,207000,0,1,2023
Analytics Engineer,2,167000,0,1,2023
Machine Learning Engineer,2,135000,0,1,2023
Data Engineer,1,105000,0,1,2023
Data Engineer,2,96100,0,1,2023
Other,2,140000,0,1,2023
Other,2,100000,0,1,2023
Research Scientist,2,120000,0,1,2023
Other,2,140000,0,1,2023
Other,2,115000,0,1,2023
Data Science Manager,2,297300,0,1,2023
Data Science Manager,2,198200,0,1,2023
Machine Learning Engineer,1,219000,0,2,2023
Data Engineer,2,110000,0,1,2023
Applied Scientist,2,126100,0,2,2023
Applied Scientist,2,72000,0,2,2023
Data Analyst,2,240500,0,1,2023
Data Analyst,2,137500,0,1,2023
Data Scientist,1,187500,0,1,2023
Data Scientist,1,165000,0,1,2023
Research Scientist,2,165750,0,1,2023
Machine Learning Scientist,2,225000,0,1,2023
Machine Learning Scientist,2,165750,0,1,2023
Other,2,275000,0,1,2023
Other,2,175000,0,1,2023
Data Engineer,2,175308,0,1,2023
Data Engineer,2,100706,0,1,2023
Other,2,235000,0,1,2023
Other,2,135000,0,1,2023
Data Engineer,2,310000,0,1,2023
ML Engineer,2,289076,0,1,2023
ML Engineer,2,202353,0,1,2023
Research Engineer,1,120000,0,1,2023
Research Engineer,1,100000,0,1,2023
Data Engineer,2,231250,0,1,2023
Data Engineer,2,138750,0,1,2023
Data Engineer,2,199000,0,1,2023
Data Scientist,0,100000,0,1,2022
Other,0,150000,0,1,2023
Other,0,120000,0,1,2023
Research Engineer,2,150000,0,1,2023
Research Engineer,2,100000,0,1,2023
Data Scientist,2,272550,0,1,2023
Data Engineer,2,187500,0,1,2023
Data Analyst,2,64000,0,1,2023
Other,2,235000,0,1,2023
Other,2,185000,0,1,2023
Applied Scientist,2,142000,0,1,2023
Data Scientist,2,180560,0,1,2023
Data Scientist,2,115440,0,1,2023
Data Architect,2,110000,0,1,2023
Data Engineer,2,236000,0,1,2023
Data Scientist,0,130000,0,1,2022
Other,2,125000,0,2,2022
Data Engineer,2,175000,0,1,2022
Data Engineer,2,155000,0,1,2022
Data Engineer,2,153600,0,1,2022
Data Engineer,2,106800,0,1,2022
Data Scientist,2,150000,0,1,2022
Data Scientist,2,140000,0,1,2022
Other,2,122000,0,1,2022
Other,2,94500,0,1,2022
Data Engineer,2,170000,0,1,2022
Data Engineer,2,130000,0,1,2022
Other,2,145000,0,1,2022
Other,2,128000,0,1,2022
Data Engineer,2,145000,0,1,2022
Data Engineer,2,100000,0,1,2022
Data Engineer,2,120000,0,1,2022
Data Engineer,2,115000,0,1,2022
Other,2,150000,0,1,2022
Data Analyst,1,150000,0,1,2022
Data Analyst,1,100000,0,1,2022
Data Scientist,1,150000,0,1,2022
Data Scientist,1,127500,0,1,2022
Data Scientist,2,126500,0,1,2022
Data Scientist,2,51000,0,1,2022
Data Engineer,1,260000,0,1,2022
Data Engineer,1,175000,0,1,2022
Data Engineer,2,250000,0,1,2022
Data Engineer,2,63000,0,1,2022
Machine Learning Engineer,2,210000,0,1,2022
Machine Learning Engineer,2,160000,0,1,2022
Data Scientist,2,272550,0,1,2022
Data Scientist,2,198200,0,1,2022
Data Scientist,2,220000,0,1,2022
Data Scientist,2,146000,0,1,2022
Data Engineer,1,150000,0,1,2022
Data Engineer,1,120000,0,1,2022
Data Engineer,1,95000,0,1,2022
Data Engineer,0,160000,0,1,2022
Data Engineer,0,135000,0,1,2022
Data Engineer,2,216000,0,1,2022
Data Engineer,2,144000,0,1,2022
Data Engineer,0,85000,0,1,2022
Data Engineer,0,65000,0,1,2022
Data Analyst,2,149000,0,1,2022
Data Analyst,2,119000,0,1,2022
Data Scientist,2,120000,0,1,2022
Data Scientist,1,110000,0,1,2022
Machine Learning Engineer,2,246000,0,1,2022
Machine Learning Engineer,2,201000,0,1,2022
Data Scientist,2,190000,0,1,2022
Data Scientist,2,155000,0,1,2022
ML Engineer,2,235000,0,1,2022
ML Engineer,2,185000,0,1,2022
Other,2,190000,0,1,2022
Other,2,160000,0,1,2022
Other,0,100000,0,1,2022
Data Engineer,1,130000,0,1,2022
Data Engineer,1,115000,0,1,2022
Data Engineer,1,105000,0,1,2022
Data Engineer,1,70000,0,1,2022
Machine Learning Engineer,2,204500,0,1,2022
Machine Learning Engineer,2,142200,0,1,2022
Machine Learning Engineer,2,192000,0,1,2022
Machine Learning Engineer,2,164000,0,1,2022
Data Engineer,2,185900,0,1,2022
Data Engineer,2,129300,0,1,2022
Data Engineer,2,75000,0,1,2022
Data Science Manager,2,175000,0,1,2022
Data Science Manager,2,120000,0,1,2022
Data Engineer,2,167500,0,1,2022
Data Engineer,2,106500,0,1,2022
Data Analyst,1,75000,0,1,2022
Data Analyst,1,60000,0,1,2022
Applied Scientist,2,184000,0,1,2022
Applied Scientist,2,142000,0,1,2022
Data Scientist,1,145000,0,1,2022
Data Scientist,1,100000,0,1,2022
Data Scientist,1,2500000,1,1,2022
Data Engineer,3,200000,0,1,2022
Data Engineer,3,145000,0,1,2022
Applied Scientist,2,192000,0,1,2022
Applied Scientist,2,164000,0,1,2022
Data Engineer,3,310000,0,1,2022
Data Engineer,3,239000,0,1,2022
Data Analyst,2,120000,0,1,2022
Data Analyst,2,95000,0,1,2022
Machine Learning Engineer,2,145000,0,1,2022
Machine Learning Engineer,2,135000,0,1,2022
Data Engineer,2,78000,0,1,2022
Data Engineer,1,160000,0,1,2022
Data Engineer,2,95000,0,1,2022
Data Analyst,2,115934,0,1,2022
Data Analyst,2,81666,0,1,2022
Data Scientist,2,175000,0,1,2022
Research Engineer,2,249500,0,1,2022
Research Engineer,2,149850,0,1,2022
Analytics Engineer,1,122500,0,1,2022
Analytics Engineer,1,100000,0,1,2022
Data Scientist,2,249500,0,1,2022
Data Scientist,2,149850,0,1,2022
Data Analyst,0,55000,0,1,2022
Data Analyst,0,48000,0,1,2022
Research Scientist,2,249500,0,1,2022
Research Scientist,2,149850,0,1,2022
Data Engineer,2,190000,0,1,2022
Data Analyst,2,127000,0,1,2022
Data Analyst,2,104000,0,1,2022
Data Scientist,2,210000,0,1,2022
Machine Learning Engineer,2,150000,0,1,2022
Data Engineer,2,210000,0,1,2022
Data Scientist,2,182750,0,1,2022
Data Scientist,2,161500,0,1,2022
Data Analyst,1,102640,0,1,2022
Data Analyst,1,66100,0,1,2022
Research Scientist,2,210000,0,1,2022
Research Scientist,2,150000,0,1,2022
Data Engineer,2,198800,0,1,2022
Data Engineer,2,122600,0,1,2022
Data Engineer,1,80000,0,1,2022
Data Scientist,2,136000,0,1,2022
Data Scientist,2,104000,0,1,2022
Data Analyst,2,150000,0,1,2022
Data Analyst,2,100000,0,1,2022
Data Scientist,3,159000,0,1,2022
Data Scientist,3,130000,0,1,2022
Data Engineer,2,215000,0,1,2022
Data Engineer,2,150000,0,1,2022
Data Engineer,1,187000,0,1,2022
Data Engineer,1,153000,0,1,2022
Data Analyst,2,169000,0,1,2022
Data Analyst,2,110600,0,1,2022
Other,2,140000,0,1,2022
Other,2,120000,0,1,2022
Data Analyst,0,50000,0,2,2022
Other,1,134000,0,1,2022
Other,1,124000,0,1,2022
Data Analyst,2,166700,0,1,2022
Data Scientist,0,124234,0,1,2022
Data Scientist,0,74540,0,1,2022
Data Analyst,1,65000,0,1,2022
Data Engineer,2,220000,0,1,2022
Data Engineer,2,146000,0,1,2022
Other,2,110000,0,1,2022
Other,2,70000,0,1,2022
Data Architect,2,190000,0,1,2022
Data Architect,2,135000,0,1,2022
Data Scientist,2,128000,0,1,2022
Data Scientist,2,81500,0,1,2022
Data Scientist,2,173000,0,1,2022
Data Scientist,2,110000,0,1,2022
Machine Learning Engineer,2,120000,0,1,2022
Other,2,190000,0,2,2022
Data Engineer,2,194000,0,1,2022
Data Engineer,2,129400,0,1,2022
Data Analyst,2,201000,0,1,2022
Data Analyst,2,89200,0,1,2022
Data Scientist,2,165000,0,1,2022
Data Scientist,2,125000,0,1,2022
Applied Scientist,2,230000,0,1,2022
Applied Scientist,2,196000,0,1,2022
Machine Learning Engineer,1,130000,0,1,2022
Machine Learning Engineer,1,90000,0,1,2022
Other,1,150000,0,1,2022
Other,1,100000,0,1,2022
Machine Learning Engineer,1,230000,0,1,2022
Machine Learning Engineer,1,150000,0,1,2022
Other,1,130000,0,1,2022
Data Scientist,1,180000,0,1,2022
Data Scientist,1,120000,0,1,2022
Data Analyst,2,192500,0,1,2022
Data Analyst,2,140000,0,1,2022
Data Engineer,2,152500,0,1,2022
Data Analyst,2,65000,0,1,2022
Data Analyst,2,55000,0,1,2022
Data Engineer,2,178750,0,1,2022
Data Engineer,2,160000,0,1,2022
Machine Learning Scientist,1,165000,0,1,2022
Machine Learning Scientist,1,135000,0,1,2022
Analytics Engineer,2,170000,0,1,2022
Analytics Engineer,2,125000,0,1,2022
Data Engineer,2,105000,0,1,2022
Data Engineer,2,70000,0,1,2022
Data Scientist,2,130000,0,1,2022
Data Scientist,2,95000,0,1,2022
Data Scientist,2,203500,0,1,2022
Data Scientist,2,152000,0,1,2022
Data Engineer,2,197430,0,1,2022
Data Engineer,2,134760,0,1,2022
Data Engineer,2,197000,0,1,2022
Data Engineer,2,99000,0,1,2022
Data Engineer,2,162000,0,1,2022
Data Architect,2,149040,0,1,2022
Data Architect,2,113900,0,1,2022
Other,1,95000,0,1,2020
Data Analyst,2,115000,0,0,2021
Data Scientist,2,185900,0,1,2022
Data Scientist,2,129300,0,1,2022
Data Engineer,2,230000,0,1,2022
Data Engineer,2,154600,0,1,2022
Data Engineer,1,75000,0,1,2022
Data Engineer,2,213000,0,1,2022
Data Engineer,2,152000,0,1,2022
Data Scientist,2,70000,0,1,2022
ML Engineer,2,243000,0,1,2022
ML Engineer,2,183000,0,1,2022
Data Scientist,1,130000,0,1,2022
Data Scientist,1,90000,0,1,2022
Data Analyst,1,165000,0,1,2022
Data Analyst,1,124000,0,1,2022
Data Engineer,2,300000,0,1,2022
Data Analyst,2,116000,0,1,2022
Data Analyst,2,96000,0,1,2022
Data Analyst,2,105000,0,1,2022
Data Analyst,2,70000,0,1,2022
Machine Learning Engineer,0,189750,0,1,2022
Machine Learning Engineer,0,140250,0,1,2022
Data Analyst,2,130000,0,1,2022
Data Analyst,1,160000,0,1,2022
Data Analyst,1,109000,0,1,2022
Research Engineer,2,250000,0,1,2022
Research Engineer,2,150000,0,1,2022
Data Analyst,1,206000,0,1,2022
Data Engineer,2,135000,0,1,2022
Data Engineer,2,191200,0,1,2022
Data Engineer,2,230000,0,2,2022
Data Engineer,2,154600,0,2,2022
Data Analyst,1,80000,0,2,2022
Analytics Engineer,2,135000,0,1,2022
Analytics Engineer,2,110000,0,1,2022
Other,1,155000,0,1,2022
Other,1,140000,0,1,2022
Data Engineer,2,205000,0,1,2022
Data Engineer,2,179500,0,1,2022
Data Engineer,2,134000,0,1,2022
Data Scientist,2,145000,0,1,2022
Data Architect,2,235000,0,1,2022
Data Architect,2,175000,0,1,2022
Data Engineer,1,90000,0,1,2022
Other,1,165000,0,1,2022
Other,1,135000,0,1,2022
Data Engineer,2,168400,0,1,2022
Data Engineer,2,105200,0,1,2022
Data Engineer,2,200000,0,1,2022
Data Scientist,2,198800,0,1,2022
Data Scientist,2,122600,0,1,2022
Data Engineer,2,125000,0,1,2022
Data Engineer,2,110000,0,1,2022
Data Scientist,2,148000,0,1,2022
Data Scientist,2,107000,0,1,2022
Data Science Manager,2,299500,0,1,2022
Data Science Manager,2,245100,0,1,2022
Data Scientist,2,168000,0,1,2022
Data Engineer,1,161000,0,1,2022
Data Engineer,1,118000,0,1,2022
Applied Scientist,2,205000,0,1,2022
Data Science Manager,2,247500,0,1,2022
Data Science Manager,2,172200,0,1,2022
Data Analyst,2,177000,0,1,2022
Data Analyst,2,131000,0,1,2022
Data Engineer,2,102000,0,1,2022
Data Engineer,1,65000,0,1,2022
Data Engineer,1,135000,0,1,2022
Data Scientist,0,80000,0,1,2022
Data Engineer,2,231250,0,1,2022
Data Engineer,2,138750,0,1,2022
Analytics Engineer,2,193750,0,1,2022
Analytics Engineer,2,116250,0,1,2022
Analytics Engineer,2,231250,0,1,2022
Analytics Engineer,2,138750,0,1,2022
Data Engineer,2,193750,0,1,2022
Data Engineer,2,116250,0,1,2022
Data Scientist,2,208000,0,1,2022
Data Scientist,2,127000,0,1,2022
Research Scientist,2,300000,0,1,2022
Research Scientist,2,196000,0,1,2022
Data Scientist,2,205000,0,1,2022
Data Scientist,2,185000,0,1,2022
Machine Learning Engineer,2,247500,0,1,2022
Machine Learning Engineer,2,172200,0,1,2022
Data Analyst,2,110000,0,1,2022
Other,2,375000,0,2,2022
Data Scientist,2,225000,0,1,2022
Data Scientist,2,156400,0,1,2022
Data Scientist,2,140700,0,1,2022
Data Scientist,2,93800,0,1,2022
Data Scientist,2,350000,0,1,2022
Data Scientist,2,135000,0,1,2022
Machine Learning Engineer,2,119000,0,1,2022
Data Analyst,2,154560,0,1,2022
Data Analyst,2,123648,0,1,2022
Data Engineer,1,170000,0,1,2022
Data Engineer,1,145000,0,1,2022
Data Scientist,2,247500,0,1,2022
Data Scientist,2,172200,0,1,2022
Data Scientist,2,177500,0,1,2022
Data Scientist,2,134000,0,1,2022
Data Architect,2,192564,0,1,2022
Data Architect,2,144854,0,1,2022
Data Engineer,2,179305,0,1,2022
Data Engineer,2,142127,0,1,2022
Data Engineer,2,315000,0,1,2022
Data Engineer,2,225000,0,1,2022
Data Scientist,2,243900,0,1,2022
Data Scientist,2,156600,0,1,2022
Data Analyst,1,79000,0,1,2022
Data Engineer,2,182500,0,1,2022
Data Engineer,2,128500,0,1,2022
Other,0,77300,0,1,2022
Other,0,45600,0,1,2022
Data Architect,2,210000,0,1,2022
Data Architect,2,136000,0,1,2022
Data Engineer,2,140000,0,1,2022
Data Engineer,2,247500,0,1,2022
Data Engineer,2,172200,0,1,2022
Data Engineer,2,184100,0,1,2022
Data Scientist,1,85000,0,1,2022
Data Scientist,1,78000,0,1,2022
Data Engineer,2,161000,0,1,2022
Other,3,205000,0,1,2022
Other,3,160000,0,1,2022
Data Scientist,2,245000,0,1,2022
Data Scientist,2,180000,0,1,2022
Data Scientist,2,198440,0,2,2022
Data Scientist,2,144000,0,2,2022
Data Engineer,2,240000,0,1,2022
Data Scientist,2,198440,0,1,2022
Data Scientist,2,144000,0,1,2022
Data Analyst,0,64000,0,2,2022
Data Engineer,2,275000,0,1,2022
Data Engineer,2,166000,0,1,2022
Data Scientist,2,159699,0,1,2022
Data Scientist,2,138938,0,1,2022
Other,0,76000,0,2,2022
Data Analyst,2,80000,0,1,2022
Data Analyst,2,52500,0,1,2022
Data Engineer,2,236000,0,1,2022
Data Engineer,2,182000,0,1,2022
Data Analyst,2,135000,0,1,2022
Research Engineer,1,240000,0,1,2022
Data Engineer,2,195000,0,1,2022
Other,2,123000,0,1,2022
Other,2,92250,0,1,2022
ML Engineer,1,180000,0,1,2022
ML Engineer,1,100000,0,1,2022
Data Engineer,2,97000,0,1,2022
Data Engineer,2,90000,0,1,2022
Machine Learning Engineer,2,180000,0,1,2022
Data Engineer,2,260000,0,1,2022
Data Engineer,2,180000,0,1,2022
Analytics Engineer,3,210000,0,1,2022
Analytics Engineer,3,157000,0,1,2022
Data Analyst,1,80000,0,1,2022
Data Analyst,1,52500,0,1,2022
Data Architect,2,128000,0,1,2022
Data Architect,2,81500,0,1,2022
Other,2,105000,0,1,2022
Other,2,70000,0,1,2022
Data Scientist,2,122500,0,1,2022
Data Engineer,2,171000,0,1,2022
Data Engineer,2,117000,0,1,2022
Data Scientist,2,202800,0,2,2022
Data Scientist,2,104300,0,2,2022
Data Architect,2,345600,0,1,2022
Data Architect,2,230400,0,1,2022
Data Analyst,2,175950,0,1,2022
Data Analyst,2,130050,0,1,2022
Data Engineer,2,205600,0,2,2022
Data Engineer,2,105700,0,2,2022
Data Analyst,2,236600,0,1,2022
Data Scientist,0,80000,0,2,2022
Other,2,165000,0,0,2022
Machine Learning Engineer,0,108000,0,0,2022
Data Scientist,2,38000,0,1,2022
Data Analyst,1,85000,0,1,2022
Data Scientist,2,153600,0,1,2022
Data Scientist,2,106800,0,1,2022
Data Scientist,2,50000,0,1,2022
Data Scientist,2,123400,0,1,2022
Data Scientist,2,88100,0,1,2022
Data Scientist,2,120000,0,0,2022
Data Scientist,2,55000,0,0,2022
Analytics Engineer,2,150000,0,1,2022
Analytics Engineer,2,120000,0,1,2022
Other,2,139000,0,1,2022
Data Analyst,2,139600,0,1,2022
Data Analyst,2,85700,0,1,2022
Data Engineer,2,185000,0,1,2022
Data Engineer,2,50000,0,1,2022
Data Scientist,2,200000,0,1,2022
ML Engineer,1,148500,0,2,2022
ML Engineer,1,98200,0,2,2022
Data Analyst,2,115000,0,1,2022
Data Architect,2,225000,0,1,2022
Data Architect,2,66000,0,1,2022
Other,1,134000,0,1,2022
Other,1,98000,0,1,2022
Data Analyst,1,105000,0,1,2022
Data Analyst,1,62000,0,1,2022
Other,0,57000,0,2,2022
Data Scientist,1,144200,0,1,2022
Data Scientist,1,115360,0,1,2022
Data Architect,2,180000,0,1,2022
Data Architect,2,160000,0,1,2022
Data Scientist,1,108000,0,2,2022
Other,2,200000,0,1,2022
Other,2,150000,0,1,2022
Data Engineer,2,188700,0,1,2022
Data Engineer,2,160395,0,1,2022
Applied Scientist,2,191475,0,1,2022
Applied Scientist,2,141525,0,1,2022
Other,2,156868,0,2,2022
Analytics Engineer,1,108000,0,1,2022
Analytics Engineer,1,85000,0,1,2022
Data Engineer,2,165000,0,1,2022
Data Engineer,2,132000,0,1,2022
Analytics Engineer,2,130000,0,1,2022
Other,1,135000,0,2,2022
Data Engineer,2,178800,0,2,2022
Data Engineer,2,132100,0,2,2022
Data Analyst,0,20000,1,1,2022
Data Engineer,2,85000,0,1,2022
Other,2,250000,0,1,2022
Other,2,63000,0,1,2022
Data Engineer,3,187200,0,1,2022
Data Engineer,3,116100,0,1,2022
Data Engineer,2,229998,0,2,2022
Data Engineer,2,154545,0,2,2022
Data Scientist,2,215000,0,2,2022
Data Scientist,2,159000,0,2,2022
Other,0,50000,0,1,2022
Other,2,183000,0,2,2022
Data Analyst,2,99750,0,1,2022
Data Analyst,2,68400,0,1,2022
Data Scientist,2,236900,0,2,2022
Data Scientist,2,159200,0,2,2022
Data Science Manager,2,243225,0,1,2022
Data Science Manager,2,179775,0,1,2022
Data Scientist,2,191475,0,1,2022
Data Scientist,2,141525,0,1,2022
Data Scientist,2,218000,0,1,2022
Data Scientist,2,145300,0,1,2022
ML Engineer,2,195400,0,2,2022
ML Engineer,2,131300,0,2,2022
Other,0,105000,1,2,2022
Data Scientist,2,207000,0,1,2022
Data Scientist,2,153000,0,1,2022
Data Analyst,2,99000,0,1,2022
Data Engineer,2,195700,0,1,2022
Data Engineer,2,130500,0,1,2022
ML Engineer,2,130000,0,1,2022
ML Engineer,2,84000,0,1,2022
Other,1,100000,0,1,2022
Other,1,60000,0,1,2022
Data Engineer,2,141300,0,1,2022
Data Engineer,2,102100,0,1,2022
Other,1,150000,0,2,2022
Data Analyst,2,144000,0,1,2022
Data Analyst,2,113000,0,1,2022
Data Architect,2,195400,0,2,2022
Data Architect,2,131300,0,2,2022
Machine Learning Engineer,2,195400,0,2,2022
Machine Learning Engineer,2,131300,0,2,2022
Data Engineer,2,80000,0,1,2022
Analytics Engineer,2,190000,0,1,2022
Analytics Engineer,2,140000,0,1,2022
Data Scientist,2,180000,0,2,2022
Data Scientist,2,165000,0,2,2022
Other,2,108000,0,2,2022
Data Scientist,2,179400,0,1,2022
Data Scientist,2,154000,0,1,2022
Machine Learning Scientist,2,193900,0,1,2022
Machine Learning Scientist,2,129300,0,1,2022
Data Science Manager,3,222640,0,1,2022
Data Science Manager,3,182160,0,1,2022
Data Engineer,1,100000,0,1,2022
Analytics Engineer,2,122500,0,1,2022
Analytics Engineer,2,100000,0,1,2022
Data Engineer,3,297500,0,1,2022
Data Engineer,3,260000,0,1,2022
Data Engineer,2,193000,1,1,2022
Data Scientist,0,93000,0,1,2022
Data Scientist,0,73000,0,1,2022
Data Scientist,2,136994,0,1,2022
Data Scientist,2,101570,0,1,2022
Data Analyst,1,136000,0,1,2022
Data Analyst,1,112000,0,1,2022
Data Scientist,2,172000,0,1,2022
Data Engineer,2,164000,0,1,2022
Data Analyst,1,97500,0,2,2022
Applied Scientist,2,212800,0,1,2022
Applied Scientist,2,142800,0,1,2022
Data Scientist,2,151800,0,1,2022
Data Scientist,2,130240,0,1,2022
Analytics Engineer,2,165000,0,1,2022
Analytics Engineer,2,140250,0,1,2022
Other,1,75000,0,1,2022
Data Analyst,2,115000,0,2,2022
Other,2,81000,0,1,2022
Other,2,66000,0,1,2022
Data Analyst,0,46000,0,2,2022
Data Engineer,0,80000,0,2,2022
Machine Learning Scientist,3,200000,0,0,2022
Machine Learning Scientist,3,180000,0,0,2022
Other,3,200000,0,0,2022
Data Scientist,2,204100,0,1,2022
Data Scientist,2,136100,0,1,2022
Analytics Engineer,2,250000,0,1,2022
Analytics Engineer,2,63000,0,1,2022
Other,2,95000,0,1,2022
Other,1,75000,1,1,2022
Data Analyst,1,113000,0,2,2022
Data Scientist,2,170000,0,1,2022
Other,1,113000,0,2,2022
Other,1,140000,0,1,2022
Data Scientist,2,160000,0,2,2022
Data Scientist,2,119300,0,2,2022
Research Scientist,1,145000,0,2,2022
Other,2,146200,0,1,2022
Other,2,124270,0,1,2022
Data Scientist,1,225000,0,1,2022
Data Scientist,1,160000,0,1,2022
Analytics Engineer,2,245000,0,1,2022
Analytics Engineer,2,180000,0,1,2022
Analytics Engineer,2,203500,0,1,2022
Analytics Engineer,2,152000,0,1,2022
Other,2,186000,0,1,2022
Other,2,148800,0,1,2022
Data Scientist,0,82000,0,2,2022
Other,1,173000,0,1,2022
Machine Learning Engineer,2,186000,0,1,2022
Machine Learning Engineer,2,148800,0,1,2022
Data Science Manager,1,158000,0,1,2022
Data Science Manager,1,134000,0,1,2022
Analytics Engineer,3,200000,0,1,2022
Analytics Engineer,3,150000,0,1,2022
Data Analyst,2,216200,0,1,2022
Data Analyst,2,144100,0,1,2022
Machine Learning Engineer,2,85000,0,1,2022
Data Science Manager,2,206000,0,1,2022
Data Science Manager,2,175100,0,1,2022
Machine Learning Engineer,2,189650,0,1,2022
Machine Learning Engineer,2,164996,0,1,2022
Data Engineer,2,154000,0,1,2022
Data Engineer,2,126000,0,1,2022
Machine Learning Engineer,2,200000,0,2,2022
Machine Learning Engineer,2,150000,0,2,2022
Data Analyst,2,117000,0,1,2022
Data Analyst,2,99450,0,1,2022
Machine Learning Engineer,2,193900,0,1,2022
Machine Learning Engineer,2,129300,0,1,2022
Data Analyst,2,175000,0,1,2022
Data Engineer,2,188100,0,1,2022
Data Engineer,2,139860,0,1,2022
Machine Learning Engineer,2,248700,0,1,2022
Machine Learning Engineer,2,167100,0,1,2022
Data Architect,2,141300,0,1,2022
Data Architect,2,102100,0,1,2022
Data Architect,2,250000,0,1,2022
Data Architect,2,63000,0,1,2022
Data Science Manager,2,189500,0,2,2022
Data Science Manager,2,140100,0,2,2022
Data Engineer,2,177600,0,2,2022
Data Engineer,2,131300,0,2,2022
Data Engineer,1,24000,0,1,2022
Machine Learning Engineer,2,202900,0,2,2022
Machine Learning Engineer,0,115000,0,2,2022
Machine Learning Engineer,1,193900,0,1,2022
Machine Learning Engineer,1,129300,0,1,2022
Data Scientist,2,140000,0,2,2022
Data Analyst,1,216200,0,1,2022
Data Analyst,1,144100,0,1,2022
Machine Learning Scientist,2,216000,0,1,2022
Machine Learning Scientist,2,144000,0,1,2022
Data Analyst,0,150000,0,2,2022
Other,2,250000,0,2,2021
Analytics Engineer,2,48000,1,0,2022
Data Science Manager,3,260500,0,1,2022
Data Science Manager,3,175100,0,1,2022
Data Analyst,0,55000,0,0,2022
Data Analyst,1,130000,0,1,2022
Data Engineer,2,206699,0,1,2022
Data Engineer,2,99100,0,1,2022
Analytics Engineer,1,200000,0,1,2022
Analytics Engineer,1,54000,0,1,2022
Analytics Engineer,0,130000,0,2,2022
