job_title,experience_level,Salary,company_location,company_size,Year,over_100K,over_150K
Research Scientist,2,370000,United States,1,2023,1,1
Data Analyst,2,94000,United States,1,2023,0,0
Data Analyst,2,81900,United States,1,2023,0,0
Analytics Engineer,2,210000,United States,1,2023,1,1
Analytics Engineer,2,159090,United States,1,2023,1,1
Data Analyst,2,118000,United States,1,2023,1,0
Data Analyst,2,94400,United States,1,2023,0,0
Data Architect,1,90000,United States,1,2023,0,0
Data Engineer,0,130002,United States,1,2023,1,0
Data Engineer,0,71908,United States,1,2023,0,0
Other,0,60000,United States,2,2023,0,0
Other,2,200000,United States,1,2023,1,1
Other,2,170000,United States,1,2023,1,1
Data Scientist,2,160000,United States,1,2023,1,1
Data Scientist,2,255000,United States,1,2023,1,1
Analytics Engineer,2,116990,United States,1,2023,1,0
Analytics Engineer,2,82920,United States,1,2023,0,0
Data Engineer,2,121000,United States,1,2023,1,0
Data Engineer,2,78000,United States,1,2023,0,0
Analytics Engineer,2,159000,United States,1,2023,1,1
Analytics Engineer,2,105000,United States,1,2023,1,0
Research Scientist,1,155000,United States,1,2023,1,1
Research Scientist,1,102000,United States,1,2023,1,0
Research Scientist,2,374000,United States,1,2023,1,1
Research Scientist,2,197500,United States,1,2023,1,1
Data Scientist,2,240000,United States,1,2023,1,1
Data Scientist,2,187000,United States,1,2023,1,1
Machine Learning Engineer,2,190000,United States,1,2023,1,1
Data Scientist,2,195000,United States,1,2023,1,1
Data Scientist,2,119000,United States,1,2023,1,0
Data Analyst,2,80000,United States,1,2023,0,0
Other,2,266450,United States,1,2023,1,1
Other,2,177700,United States,1,2023,1,1
Data Scientist,2,245000,United States,1,2023,1,1
Data Scientist,2,185000,United States,1,2023,1,1
Other,2,55720,United States,1,2023,0,0
Other,2,50700,United States,1,2023,0,0
Other,2,200000,United States,1,2023,1,1
Data Engineer,2,196000,United States,1,2023,1,1
Data Architect,1,135000,United States,1,2023,1,0
Data Architect,1,115000,United States,1,2023,1,0
Other,2,302000,United States,1,2023,1,1
Other,2,189000,United States,1,2023,1,1
Data Analyst,1,65000,United States,1,2023,0,0
Data Analyst,1,55000,United States,1,2023,0,0
Machine Learning Engineer,2,220000,United States,1,2023,1,1
Machine Learning Engineer,2,170000,United States,1,2023,1,1
Other,2,150000,United States,1,2023,1,1
Other,2,93000,United States,1,2023,0,0
Data Science Manager,2,190000,United States,2,2022,1,1
Machine Learning Engineer,2,216000,United States,1,2023,1,1
Machine Learning Engineer,2,184000,United States,1,2023,1,1
Other,1,100000,United States,1,2023,1,0
Data Scientist,1,128750,United States,1,2023,1,0
Data Scientist,1,79350,United States,1,2023,0,0
Analytics Engineer,2,174000,United States,1,2023,1,1
Analytics Engineer,2,134000,United States,1,2023,1,0
Other,1,155000,United States,1,2023,1,1
Other,1,125000,United States,1,2023,1,0
Data Engineer,2,194400,United States,1,2023,1,1
Data Engineer,2,132192,United States,1,2023,1,0
Machine Learning Engineer,2,273400,United States,1,2023,1,1
Machine Learning Engineer,2,182200,United States,1,2023,1,1
Data Engineer,2,124230,United States,1,2023,1,0
Data Engineer,2,68637,United States,1,2023,0,0
Data Engineer,1,204000,United States,1,2023,1,1
Data Engineer,1,161500,United States,1,2023,1,1
Other,2,185900,United States,1,2023,1,1
Other,2,129300,United States,1,2023,1,0
Research Scientist,1,100000,United States,1,2023,1,0
Data Scientist,2,148750,United States,1,2023,1,0
Data Scientist,2,95000,United States,1,2023,0,0
Other,2,287700,United States,2,2023,1,1
Other,2,148000,United States,2,2023,1,0
Data Scientist,2,227240,United States,1,2023,1,1
Data Scientist,2,197600,United States,1,2023,1,1
Machine Learning Engineer,2,221000,United States,1,2023,1,1
Machine Learning Engineer,2,185000,United States,1,2023,1,1
Data Scientist,2,210000,United States,1,2023,1,1
Data Scientist,2,178500,United States,1,2023,1,1
Machine Learning Engineer,1,180000,United States,1,2023,1,1
Machine Learning Engineer,1,150000,United States,1,2023,1,1
Data Engineer,2,285000,United States,1,2023,1,1
Data Engineer,2,205000,United States,1,2023,1,1
Data Engineer,2,146000,United States,1,2023,1,0
Machine Learning Engineer,1,237400,United States,1,2023,1,1
Machine Learning Engineer,1,158200,United States,1,2023,1,1
Other,2,192000,United States,1,2023,1,1
Other,2,164000,United States,1,2023,1,1
Other,2,150000,United States,1,2023,1,1
Other,2,141000,United States,1,2023,1,0
Analytics Engineer,2,267000,United States,1,2023,1,1
Analytics Engineer,2,205000,United States,1,2023,1,1
Research Scientist,2,147100,United States,1,2023,1,0
Research Scientist,2,90700,United States,1,2023,0,0
Data Analyst,2,72000,United States,1,2023,0,0
Data Engineer,2,141000,United States,1,2023,1,0
Data Scientist,2,240000,United States,0,2023,1,1
Data Scientist,2,142000,United States,0,2023,1,0
Data Analyst,0,80000,United States,1,2023,0,0
Machine Learning Engineer,2,268000,United States,1,2023,1,1
Machine Learning Engineer,2,180000,United States,1,2023,1,1
Analytics Engineer,1,144628,United States,1,2023,1,0
Analytics Engineer,1,115702,United States,1,2023,1,0
Data Analyst,2,144000,United States,1,2023,1,0
Data Analyst,2,93500,United States,1,2023,0,0
Data Engineer,2,208200,United States,1,2023,1,1
Data Engineer,2,151200,United States,1,2023,1,1
Data Scientist,2,270000,United States,1,2023,1,1
Data Scientist,2,220000,United States,1,2023,1,1
Data Engineer,3,194500,United States,1,2023,1,1
Data Engineer,3,115500,United States,1,2023,1,0
Data Analyst,0,50000,United States,1,2023,0,0
Data Analyst,0,40000,United States,1,2023,0,0
Machine Learning Engineer,2,155000,United States,1,2023,1,1
Machine Learning Engineer,2,100000,United States,1,2023,1,0
Data Analyst,2,65000,United States,1,2023,0,0
Data Architect,2,280100,United States,1,2023,1,1
Data Architect,2,168100,United States,1,2023,1,1
Other,2,120000,United States,1,2023,1,0
Data Engineer,2,149040,United States,1,2023,1,0
Data Engineer,2,113900,United States,1,2023,1,0
Other,2,165000,United States,1,2023,1,1
Other,2,145000,United States,1,2023,1,0
Data Architect,2,274450,United States,1,2023,1,1
Data Architect,2,199600,United States,1,2023,1,1
Data Engineer,1,83500,United States,1,2023,0,0
Data Engineer,1,52500,United States,1,2023,0,0
Data Architect,2,306000,United States,1,2023,1,1
Data Architect,2,204000,United States,1,2023,1,1
Data Analyst,2,136000,United States,1,2023,1,0
Data Analyst,2,104000,United States,1,2023,1,0
Data Engineer,2,81500,United States,1,2023,0,0
Data Scientist,3,250000,United States,1,2023,1,1
Data Scientist,3,180000,United States,1,2023,1,1
Data Engineer,1,70000,United States,1,2023,0,0
Data Scientist,2,157000,United States,1,2023,1,1
Data Analyst,2,140700,United States,1,2023,1,0
Data Analyst,2,109600,United States,1,2023,1,0
Machine Learning Engineer,2,278000,United States,1,2023,1,1
Machine Learning Engineer,2,173000,United States,1,2023,1,1
Data Engineer,2,305000,United States,1,2023,1,1
Data Scientist,0,24000,United States,1,2023,0,0
Other,2,259000,United States,1,2023,1,1
Other,2,138750,United States,1,2023,1,0
Data Scientist,2,192000,United States,1,2023,1,1
Data Scientist,2,178000,United States,1,2023,1,1
Data Scientist,2,218000,United States,1,2023,1,1
Data Scientist,2,85000,United States,1,2023,0,0
Other,2,132000,United States,1,2023,1,0
Other,2,71500,United States,1,2023,0,0
Analytics Engineer,2,215050,United States,1,2023,1,1
Analytics Engineer,2,113100,United States,1,2023,1,0
Data Scientist,1,130000,United States,1,2023,1,0
Data Scientist,1,85000,United States,1,2023,0,0
Data Engineer,3,250000,United States,1,2023,1,1
Data Engineer,3,200000,United States,1,2023,1,1
Data Scientist,2,123000,United States,1,2023,1,0
Research Scientist,2,168400,United States,1,2023,1,1
Data Analyst,2,136505,United States,1,2023,1,0
Data Analyst,2,100895,United States,1,2023,1,0
Data Engineer,2,275300,United States,1,2023,1,1
Data Engineer,2,183500,United States,1,2023,1,1
Data Scientist,2,168400,United States,1,2023,1,1
Data Scientist,2,105200,United States,1,2023,1,0
Data Architect,1,240000,United States,1,2023,1,1
Other,1,130000,United States,1,2023,1,0
Other,1,120000,United States,1,2023,1,0
Data Analyst,1,93000,United States,2,2023,0,0
Data Analyst,2,177000,United States,1,2023,1,1
Data Engineer,2,190000,United States,1,2023,1,1
Data Engineer,2,105000,United States,1,2023,1,0
Machine Learning Engineer,2,317070,United States,1,2023,1,1
Machine Learning Engineer,2,170730,United States,1,2023,1,1
Machine Learning Engineer,1,170000,United States,1,2023,1,1
Machine Learning Engineer,1,125000,United States,1,2023,1,0
Data Engineer,2,158700,United States,1,2023,1,1
Data Engineer,2,123906,United States,1,2023,1,0
Data Engineer,2,166000,United States,1,2023,1,1
Data Engineer,2,128000,United States,1,2023,1,0
Data Engineer,3,333500,United States,1,2023,1,1
Data Engineer,3,180500,United States,1,2023,1,1
Machine Learning Engineer,2,242921,United States,1,2023,1,1
Machine Learning Engineer,2,170045,United States,1,2023,1,1
Data Engineer,3,257400,United States,1,2023,1,1
Data Engineer,3,210600,United States,1,2023,1,1
Other,1,65000,United States,1,2023,0,0
Other,1,50000,United States,1,2023,0,0
Data Engineer,2,293000,United States,1,2023,1,1
Other,3,260000,United States,1,2023,1,1
Other,3,192000,United States,1,2023,1,1
Other,1,170000,United States,1,2023,1,1
Other,1,125000,United States,1,2023,1,0
Other,0,99000,United States,2,2023,0,0
Data Analyst,2,100000,United States,1,2023,1,0
Machine Learning Engineer,2,233000,United States,1,2023,1,1
Machine Learning Engineer,2,166000,United States,1,2023,1,1
Data Engineer,2,185100,United States,1,2023,1,1
Data Engineer,2,127600,United States,1,2023,1,0
Data Analyst,1,105000,United States,1,2023,1,0
Data Analyst,3,160000,United States,1,2023,1,1
Data Analyst,3,55000,United States,1,2023,0,0
Machine Learning Engineer,2,241000,United States,1,2023,1,1
Machine Learning Engineer,2,163000,United States,1,2023,1,1
Data Scientist,1,120000,United States,1,2023,1,0
Data Scientist,2,118000,United States,1,2023,1,0
Machine Learning Engineer,2,311000,United States,1,2023,1,1
Machine Learning Engineer,2,162540,United States,1,2023,1,1
Data Scientist,3,258750,United States,1,2023,1,1
Data Scientist,3,225000,United States,1,2023,1,1
Data Scientist,3,145000,United States,1,2023,1,0
Data Scientist,2,190000,United States,1,2023,1,1
Data Scientist,2,165000,United States,1,2023,1,1
Data Engineer,2,153600,United States,1,2023,1,1
Data Engineer,2,106800,United States,1,2023,1,0
Other,2,182850,United States,1,2023,1,1
Other,2,113000,United States,1,2023,1,0
Data Analyst,1,95000,United States,1,2023,0,0
Data Analyst,1,126000,United States,1,2023,1,0
Data Analyst,1,86400,United States,1,2023,0,0
Data Engineer,2,232760,United States,1,2023,1,1
Data Engineer,2,169280,United States,1,2023,1,1
Data Engineer,1,162500,United States,1,2023,1,1
Data Engineer,1,130000,United States,1,2023,1,0
Data Scientist,2,240350,United States,1,2023,1,1
Data Scientist,2,174800,United States,1,2023,1,1
Data Engineer,2,154000,United States,1,2023,1,1
Data Engineer,2,116000,United States,1,2023,1,0
Data Analyst,2,153600,United States,1,2023,1,1
Data Analyst,2,107500,United States,1,2023,1,0
Other,2,178000,United States,1,2023,1,1
Other,2,152000,United States,1,2023,1,1
Data Scientist,2,233200,United States,1,2023,1,1
Other,2,210000,United States,1,2023,1,1
Other,2,160000,United States,1,2023,1,1
Data Scientist,2,145000,United States,1,2023,1,0
Data Analyst,2,206000,United States,1,2023,1,1
Other,1,110000,United States,1,2023,1,0
Other,1,70000,United States,1,2023,0,0
Data Scientist,2,150120,United States,1,2023,1,1
Data Scientist,2,120096,United States,1,2023,1,0
Machine Learning Engineer,2,253000,United States,1,2023,1,1
Machine Learning Engineer,2,168000,United States,1,2023,1,1
Analytics Engineer,2,178600,United States,1,2023,1,1
Analytics Engineer,2,142880,United States,1,2023,1,0
Data Science Manager,2,255000,United States,1,2023,1,1
Data Science Manager,2,169000,United States,1,2023,1,1
Data Scientist,1,155000,United States,1,2023,1,1
Data Scientist,1,100000,United States,1,2023,1,0
Data Engineer,1,151410,United States,1,2023,1,1
Data Engineer,1,144200,United States,1,2023,1,0
Data Scientist,0,151410,United States,1,2023,1,1
Data Scientist,0,115360,United States,1,2023,1,0
Analytics Engineer,1,193170,United States,1,2023,1,1
Analytics Engineer,1,116480,United States,1,2023,1,0
Other,3,329500,United States,1,2023,1,1
Other,3,269600,United States,1,2023,1,1
Data Architect,2,250500,United States,1,2023,1,1
Data Architect,2,159500,United States,1,2023,1,1
Data Analyst,0,115000,United States,1,2023,1,0
Research Scientist,2,198800,United States,1,2023,1,1
Research Scientist,2,105200,United States,1,2023,1,0
Data Analyst,0,94035,United States,1,2023,0,0
Data Analyst,0,57920,United States,1,2023,0,0
Data Analyst,2,113600,United States,1,2023,1,0
Data Analyst,2,60000,United States,1,2023,0,0
Data Scientist,2,256000,United States,1,2023,1,1
Data Analyst,2,116000,United States,1,2023,1,0
Machine Learning Engineer,2,283200,United States,1,2023,1,1
Machine Learning Engineer,2,188800,United States,1,2023,1,1
Research Scientist,2,205640,United States,1,2023,1,1
Research Scientist,2,142600,United States,1,2023,1,0
Data Engineer,2,193200,United States,1,2023,1,1
Data Engineer,2,156400,United States,1,2023,1,1
Machine Learning Engineer,2,196000,United States,1,2023,1,1
Machine Learning Engineer,2,121000,United States,1,2023,1,0
Data Engineer,2,132300,United States,1,2023,1,0
Data Science Manager,2,328000,United States,1,2023,1,1
Data Science Manager,2,211000,United States,1,2023,1,1
Data Scientist,2,237000,United States,1,2023,1,1
Data Scientist,2,201450,United States,1,2023,1,1
Other,2,229000,United States,1,2023,1,1
Other,2,206000,United States,1,2023,1,1
Data Scientist,2,231000,United States,1,2023,1,1
Other,2,183750,United States,1,2023,1,1
Other,2,165400,United States,1,2023,1,1
Data Engineer,1,175000,United States,1,2023,1,1
Data Engineer,1,125000,United States,1,2023,1,0
Data Scientist,2,285800,United States,1,2023,1,1
Data Scientist,2,154600,United States,1,2023,1,1
Other,2,289120,United States,1,2023,1,1
Other,2,192400,United States,1,2023,1,1
Data Engineer,2,230000,United States,1,2023,1,1
Other,1,258000,United States,2,2023,1,1
Data Scientist,2,196000,United States,1,2023,1,1
Data Scientist,2,121000,United States,1,2023,1,0
Data Scientist,2,219000,United States,1,2023,1,1
Data Scientist,2,141000,United States,1,2023,1,0
Data Engineer,2,206000,United States,1,2023,1,1
Data Analyst,2,147000,United States,1,2023,1,0
Other,1,110000,United States,1,2023,1,0
Other,1,70000,United States,1,2023,0,0
Data Engineer,2,284310,United States,1,2023,1,1
Data Engineer,2,153090,United States,1,2023,1,1
Machine Learning Engineer,2,261500,United States,2,2023,1,1
Machine Learning Engineer,2,134500,United States,2,2023,1,0
Data Analyst,2,145000,United States,1,2023,1,0
Data Analyst,2,106000,United States,1,2023,1,0
Analytics Engineer,2,275300,United States,1,2023,1,1
Analytics Engineer,2,183500,United States,1,2023,1,1
Data Scientist,1,140000,United States,1,2023,1,0
Data Scientist,1,115000,United States,1,2023,1,0
Data Engineer,2,136600,United States,1,2023,1,0
Data Engineer,2,109280,United States,1,2023,1,0
Other,2,281000,United States,1,2023,1,1
Other,2,196000,United States,1,2023,1,1
Other,0,69500,United States,1,2023,0,0
Other,0,46400,United States,1,2023,0,0
Data Architect,2,285000,United States,1,2023,1,1
Data Architect,2,210000,United States,1,2023,1,1
Data Analyst,0,69525,United States,1,2023,0,0
Data Analyst,0,61800,United States,1,2023,0,0
Other,2,160000,Japan,2,2023,1,1
Data Analyst,2,125000,United States,1,2023,1,0
Other,2,130000,United States,1,2023,1,0
Other,2,110000,United States,1,2023,1,0
Data Scientist,0,130001,United States,1,2023,1,0
Data Scientist,0,71907,United States,1,2023,0,0
Data Architect,2,205000,United States,1,2023,1,1
Data Architect,2,150000,United States,1,2023,1,1
Other,3,204500,United States,1,2023,1,1
Other,3,142200,United States,1,2023,1,0
Data Analyst,2,90000,United States,1,2023,0,0
Other,2,168400,United States,1,2023,1,1
Other,2,90700,United States,1,2023,0,0
Other,2,240000,United States,1,2023,1,1
Other,2,157250,United States,1,2023,1,1
Data Scientist,2,277500,United States,1,2023,1,1
Data Scientist,2,236500,United States,1,2023,1,1
Research Scientist,0,150000,United States,1,2023,1,1
Research Scientist,0,100000,United States,1,2023,1,0
Data Analyst,2,62000,United States,1,2023,0,0
Data Analyst,2,55000,United States,1,2023,0,0
Other,1,155000,United States,1,2023,1,1
Other,1,140000,United States,1,2023,1,0
Machine Learning Engineer,2,297300,United States,1,2023,1,1
Machine Learning Engineer,2,198200,United States,1,2023,1,1
Other,1,87500,United States,1,2023,0,0
Other,1,62500,United States,1,2023,0,0
Data Engineer,2,265000,United States,1,2023,1,1
Data Engineer,2,217000,United States,1,2023,1,1
Data Analyst,2,83000,United States,1,2023,0,0
Data Analyst,2,208450,United States,1,2023,1,1
Data Analyst,2,170550,United States,1,2023,1,1
Machine Learning Engineer,2,130000,United States,1,2023,1,0
Other,0,165000,United States,1,2023,1,1
Other,0,145000,United States,1,2023,1,0
Other,3,336400,United States,1,2023,1,1
Other,3,201900,United States,1,2023,1,1
Data Scientist,1,189750,United States,1,2023,1,1
Data Scientist,1,131100,United States,1,2023,1,0
Data Science Manager,1,270000,United States,1,2023,1,1
Data Science Manager,1,95000,United States,1,2023,0,0
Data Engineer,1,117300,United States,1,2023,1,0
Data Engineer,1,69000,United States,1,2023,0,0
Data Engineer,2,182000,United States,1,2023,1,1
Data Engineer,2,144000,United States,1,2023,1,0
Other,1,244000,United States,1,2023,1,1
Other,1,200000,United States,1,2023,1,1
Data Engineer,1,260000,United States,1,2023,1,1
Machine Learning Engineer,2,225000,United States,1,2023,1,1
Data Scientist,1,102500,United States,1,2023,1,0
Data Engineer,1,186600,United States,1,2023,1,1
Data Engineer,1,116500,United States,1,2023,1,0
Other,2,222000,United States,1,2023,1,1
Other,2,138000,United States,1,2023,1,0
Other,2,292000,United States,1,2023,1,1
Other,2,164500,United States,1,2023,1,1
Other,2,292200,United States,1,2023,1,1
Data Engineer,2,163800,United States,1,2023,1,1
Data Engineer,2,126000,United States,1,2023,1,0
Other,2,280000,United States,1,2023,1,1
Other,2,210000,United States,1,2023,1,1
Data Scientist,1,170000,United States,1,2023,1,1
Data Scientist,1,150000,United States,1,2023,1,1
Machine Learning Engineer,1,200000,United States,1,2023,1,1
Other,3,225000,United States,1,2023,1,1
Other,3,175000,United States,1,2023,1,1
Other,2,189750,United States,1,2023,1,1
Other,2,131100,United States,1,2023,1,0
Data Analyst,2,123400,United States,1,2023,1,0
Data Analyst,2,82200,United States,1,2023,0,0
Other,3,225000,United States,1,2023,1,1
Data Engineer,2,161800,United States,1,2023,1,1
Data Engineer,2,121400,United States,1,2023,1,0
Research Scientist,2,285000,United States,1,2023,1,1
Research Scientist,2,193900,United States,1,2023,1,1
Analytics Engineer,2,240000,United States,1,2023,1,1
Analytics Engineer,2,196000,United States,1,2023,1,1
Data Scientist,2,214000,United States,1,2023,1,1
Other,2,170000,United States,1,2023,1,1
Other,2,155000,United States,1,2023,1,1
Data Analyst,2,98000,United States,1,2023,0,0
Machine Learning Engineer,2,199000,United States,1,2023,1,1
Data Engineer,3,145000,United States,1,2023,1,0
Data Analyst,2,142000,United States,1,2023,1,0
Data Analyst,2,87500,United States,1,2023,0,0
Machine Learning Engineer,2,165000,United States,1,2023,1,1
Data Scientist,2,275300,United States,1,2023,1,1
Data Scientist,2,183500,United States,1,2023,1,1
Data Analyst,1,85000,United States,1,2023,0,0
Data Engineer,2,245000,United States,1,2023,1,1
Data Engineer,2,140000,United States,1,2023,1,0
Analytics Engineer,2,231250,United States,1,2023,1,1
Analytics Engineer,2,138750,United States,1,2023,1,0
Machine Learning Engineer,1,155000,United States,1,2023,1,1
Data Engineer,1,242000,United States,1,2023,1,1
Data Engineer,1,195000,United States,1,2023,1,1
Research Scientist,0,155000,United States,1,2023,1,1
Research Scientist,0,125000,United States,1,2023,1,0
Machine Learning Engineer,1,160000,United States,1,2023,1,1
Machine Learning Engineer,1,140000,United States,1,2023,1,0
Data Scientist,2,183924,United States,1,2023,1,1
Data Scientist,2,125760,United States,1,2023,1,0
Data Scientist,2,147100,United States,1,2023,1,0
Data Scientist,2,90700,United States,1,2023,0,0
Other,0,213660,United States,2,2023,1,1
Other,0,130760,United States,2,2023,1,0
Other,2,147100,United States,1,2023,1,0
Data Analyst,1,150000,United States,1,2023,1,1
Data Engineer,2,253200,United States,1,2023,1,1
Data Engineer,2,90700,United States,1,2023,0,0
Other,2,342810,United States,1,2023,1,1
Other,2,184590,United States,1,2023,1,1
Data Analyst,1,105380,United States,1,2023,1,0
Data Analyst,1,64500,United States,1,2023,0,0
Other,0,204620,United States,2,2023,1,1
Other,0,110680,United States,2,2023,1,0
Data Engineer,2,270703,United States,1,2023,1,1
Data Engineer,2,221484,United States,1,2023,1,1
Data Scientist,2,212750,United States,1,2023,1,1
Data Scientist,2,262000,United States,1,2023,1,1
Data Scientist,2,218500,United States,1,2023,1,1
Data Scientist,2,199098,United States,1,2023,1,1
Data Engineer,2,203300,United States,1,2023,1,1
Data Engineer,2,123600,United States,1,2023,1,0
Data Scientist,2,172500,United States,1,2023,1,1
Data Scientist,2,110500,United States,1,2023,1,0
Data Engineer,2,238000,United States,1,2023,1,1
Data Engineer,2,176000,United States,1,2023,1,1
Data Engineer,2,237000,United States,1,2023,1,1
Data Engineer,2,201450,United States,1,2023,1,1
Data Engineer,2,193500,United States,1,2023,1,1
Data Engineer,2,139000,United States,1,2023,1,0
Other,2,185900,United States,1,2023,1,1
Other,2,129300,United States,1,2023,1,0
Machine Learning Engineer,0,163196,United States,1,2023,1,1
Machine Learning Engineer,0,145885,United States,1,2023,1,0
Data Analyst,2,202800,United States,2,2023,1,1
Data Analyst,2,104300,United States,2,2023,1,0
Data Engineer,2,179170,United States,1,2023,1,1
Data Engineer,2,94300,United States,1,2023,0,0
Analytics Engineer,2,152500,United States,1,2023,1,1
Analytics Engineer,2,116450,United States,1,2023,1,0
Data Engineer,2,247300,United States,1,2023,1,1
Data Engineer,2,133800,United States,1,2023,1,0
Other,2,203000,United States,1,2023,1,1
Other,2,133000,United States,1,2023,1,0
Research Scientist,0,220000,United States,2,2023,1,1
Analytics Engineer,2,289800,United States,1,2023,1,1
Analytics Engineer,2,214000,United States,1,2023,1,1
Analytics Engineer,2,179820,United States,1,2023,1,1
Analytics Engineer,2,143860,United States,1,2023,1,0
Analytics Engineer,2,214200,United States,1,2023,1,1
Data Engineer,2,141600,United States,1,2023,1,0
Machine Learning Engineer,2,342300,United States,2,2023,1,1
Machine Learning Engineer,2,176100,United States,2,2023,1,1
Data Engineer,0,85000,United States,1,2023,0,0
Data Engineer,0,65000,United States,1,2023,0,0
Data Scientist,2,138784,United States,1,2023,1,0
Data Scientist,2,83270,United States,1,2023,0,0
Data Analyst,0,75000,United States,1,2023,0,0
Data Analyst,0,70000,United States,1,2023,0,0
Machine Learning Engineer,2,318300,United States,1,2023,1,1
Machine Learning Engineer,2,212200,United States,1,2023,1,1
Analytics Engineer,2,230000,United States,1,2023,1,1
Analytics Engineer,2,143200,United States,1,2023,1,0
Other,1,105000,United States,2,2023,1,0
Data Analyst,2,168400,United States,1,2023,1,1
Data Analyst,2,105200,United States,1,2023,1,0
Data Analyst,0,85000,United States,1,2023,0,0
Machine Learning Engineer,1,300000,United States,1,2023,1,1
Machine Learning Engineer,1,250000,United States,1,2023,1,1
Data Scientist,2,186000,United States,1,2023,1,1
Other,1,230000,United States,1,2023,1,1
Other,1,200000,United States,1,2023,1,1
Data Engineer,3,205000,United States,1,2023,1,1
Other,2,215000,United States,1,2023,1,1
Other,2,170000,United States,1,2023,1,1
Other,2,100000,United States,1,2023,1,0
Other,2,80000,United States,1,2023,0,0
Data Scientist,2,250000,United States,1,2023,1,1
Data Scientist,2,162500,United States,1,2023,1,1
Other,1,200000,United States,1,2023,1,1
Data Engineer,2,100000,United States,1,2023,1,0
Data Engineer,3,115000,United States,1,2023,1,0
Data Scientist,2,203500,United States,1,2023,1,1
Data Scientist,2,152000,United States,1,2023,1,1
Data Scientist,2,239000,United States,2,2023,1,1
Data Scientist,2,122900,United States,2,2023,1,0
Data Science Manager,2,191765,United States,1,2023,1,1
Data Science Manager,2,134236,United States,1,2023,1,0
Analytics Engineer,2,190000,United States,1,2023,1,1
Analytics Engineer,2,112000,United States,1,2023,1,0
Data Analyst,2,105500,United States,1,2023,1,0
Other,2,293000,United States,1,2023,1,1
Other,2,185000,United States,1,2023,1,1
Data Analyst,2,148500,United States,1,2023,1,0
Analytics Engineer,2,152900,United States,1,2023,1,1
Analytics Engineer,2,117100,United States,1,2023,1,0
Analytics Engineer,2,173000,United States,1,2023,1,1
Analytics Engineer,2,113000,United States,1,2023,1,0
Data Engineer,3,175000,United States,1,2023,1,1
Data Engineer,3,110000,United States,1,2023,1,0
Research Scientist,2,130000,United States,1,2023,1,0
Research Scientist,2,110000,United States,1,2023,1,0
Other,2,205000,United States,1,2023,1,1
Data Analyst,2,149500,United States,1,2023,1,0
Data Analyst,2,127075,United States,1,2023,1,0
Data Engineer,2,219535,United States,1,2023,1,1
Data Engineer,2,146115,United States,1,2023,1,0
Data Scientist,2,199000,United States,1,2023,1,1
Data Scientist,2,162000,United States,1,2023,1,1
Analytics Engineer,3,221000,United States,1,2023,1,1
Analytics Engineer,3,153000,United States,1,2023,1,1
Data Analyst,2,187000,United States,1,2023,1,1
Data Analyst,2,128000,United States,1,2023,1,0
Research Scientist,2,136000,United States,1,2023,1,0
Data Scientist,2,100000,United States,1,2023,1,0
Data Engineer,2,179000,United States,1,2023,1,1
Data Engineer,2,109000,United States,1,2023,1,0
Other,2,198800,United States,1,2023,1,1
Other,2,105200,United States,1,2023,1,0
Data Analyst,2,112000,United States,1,2023,1,0
Other,2,115000,United States,1,2023,1,0
Other,2,86000,United States,1,2023,0,0
Data Analyst,2,139000,United States,1,2023,1,0
Machine Learning Engineer,1,280700,United States,1,2023,1,1
Machine Learning Engineer,1,150450,United States,1,2023,1,1
Data Scientist,1,93918,United States,1,2023,0,0
Data Scientist,1,51962,United States,1,2023,0,0
Machine Learning Engineer,2,257000,United States,1,2023,1,1
Machine Learning Engineer,2,147000,United States,1,2023,1,0
Data Engineer,2,222000,United States,1,2023,1,1
Data Scientist,2,203000,United States,1,2023,1,1
Data Scientist,2,133200,United States,1,2023,1,0
Data Engineer,2,221000,United States,1,2023,1,1
Data Engineer,2,147000,United States,1,2023,1,0
Data Scientist,2,156000,United States,1,2023,1,1
Machine Learning Engineer,2,304000,United States,1,2023,1,1
Data Scientist,2,110000,United States,1,2023,1,0
Data Engineer,2,240000,United States,1,2023,1,1
Data Engineer,2,183600,United States,1,2023,1,1
Other,1,130000,United States,1,2023,1,0
Other,1,80000,United States,1,2023,0,0
Other,2,160000,United States,1,2023,1,1
Other,2,120000,United States,1,2023,1,0
Machine Learning Engineer,2,289076,United States,1,2023,1,1
Machine Learning Engineer,2,202353,United States,1,2023,1,1
Data Analyst,2,155000,United States,1,2023,1,1
Data Scientist,1,180000,United States,1,2023,1,1
Data Scientist,3,200000,United States,1,2023,1,1
Other,1,68000,United States,2,2023,0,0
Other,0,60000,United States,1,2023,0,0
Data Engineer,1,90000,United States,1,2023,0,0
Other,0,155000,United States,1,2023,1,1
Other,0,125000,United States,1,2023,1,0
Machine Learning Engineer,2,181000,United States,1,2023,1,1
Data Scientist,2,252000,United States,1,2023,1,1
Data Architect,3,180000,United States,1,2023,1,1
Data Architect,3,155000,United States,1,2023,1,1
Data Scientist,2,191765,United States,1,2023,1,1
Data Scientist,2,134236,United States,1,2023,1,0
Data Analyst,0,64200,United States,1,2023,0,0
Data Analyst,0,56100,United States,1,2023,0,0
Other,1,135000,United States,1,2023,1,0
Data Analyst,2,100500,United States,1,2023,1,0
Data Analyst,1,182500,United States,1,2023,1,1
Data Analyst,1,121500,United States,1,2023,1,0
